Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,_condition_signature,n_replicates,Capacity,capacity_mean,capacity_std,capacity_min,capacity_max,capacity_spread,Final concentration
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.1,11,Lake water,Single,7488030854535663797,1,90.96086617,90.96086617,0.0,90.96086617,90.96086617,0.0,16.35587007
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.125,12,Lake water,Single,11289930013542957136,1,98.90939158,98.90939158,0.0,98.90939158,98.90939158,0.0,15.16359126
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.0,13,Lake water,Single,17744247659109149025,1,85.72026179,85.72026179,0.0,85.72026179,85.72026179,0.0,17.14196073
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.025,14,Lake water,Single,5681782559771866676,1,92.3968578,92.3968578,0.0,92.3968578,92.3968578,0.0,16.14047133
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.05,15,Lake water,Single,3639308252509468722,1,92.86366991,92.86366991,0.0,92.86366991,92.86366991,0.0,16.07044951
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.075,16,Lake water,Single,13736103110504564049,1,92.91179042,92.91179042,0.0,92.91179042,92.91179042,0.0,16.06323144
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.1,17,Lake water,Single,5113528091090536490,1,96.89526426,96.89526426,0.0,96.89526426,96.89526426,0.0,15.46571036
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.125,18,Lake water,Single,17898185555684303476,1,97.91540844,97.91540844,0.0,97.91540844,97.91540844,0.0,15.31268873
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.0,19,Lake water,Single,10453681621108206680,1,65.45124426,65.45124426,0.0,65.45124426,65.45124426,0.0,20.18231336
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.025,20,Lake water,Single,1675133001511950511,1,74.03291653,74.03291653,0.0,74.03291653,74.03291653,0.0,18.89506252
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.05,21,Lake water,Single,3317296554946118451,1,74.51919699,74.51919699,0.0,74.51919699,74.51919699,0.0,18.82212045
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.075,22,Lake water,Single,18051413766242179725,1,78.51672079,78.51672079,0.0,78.51672079,78.51672079,0.0,18.22249188
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.1,23,Lake water,Single,8103589382965414533,1,74.02945504,74.02945504,0.0,74.02945504,74.02945504,0.0,18.89558174
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.125,24,Lake water,Single,4408982043603750659,1,84.26549728,84.26549728,0.0,84.26549728,84.26549728,0.0,17.36017541
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.0,25,Lake water,Single,8479093453805449874,1,74.12788052,74.12788052,0.0,74.12788052,74.12788052,0.0,18.88081792
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.025,26,Lake water,Single,10232576217305363613,1,69.52393546,69.52393546,0.0,69.52393546,69.52393546,0.0,19.57140968
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.05,27,Lake water,Single,14738691508997999825,1,78.45258607,78.45258607,0.0,78.45258607,78.45258607,0.0,18.23211209
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.075,28,Lake water,Single,10597844856666516899,1,77.07906319,77.07906319,0.0,77.07906319,77.07906319,0.0,18.43814052
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.1,29,Lake water,Single,17115427758596232426,1,84.60006871,84.60006871,0.0,84.60006871,84.60006871,0.0,17.30998969
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.125,30,Lake water,Single,2737956070999224279,1,75.32259884,75.32259884,0.0,75.32259884,75.32259884,0.0,18.70161017
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.0,31,Lake water,Single,5705504609996045539,1,68.52578289,68.52578289,0.0,68.52578289,68.52578289,0.0,19.72113257
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.025,32,Lake water,Single,1735923447435509734,1,72.42641101,72.42641101,0.0,72.42641101,72.42641101,0.0,19.13603835
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.05,33,Lake water,Single,3661460638293703265,1,76.81159533,76.81159533,0.0,76.81159533,76.81159533,0.0,18.4782607
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.075,34,Lake water,Single,8618839857729206769,1,74.36009827,74.36009827,0.0,74.36009827,74.36009827,0.0,18.84598526
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.1,35,Lake water,Single,4490330750661756965,1,84.17656172,84.17656172,0.0,84.17656172,84.17656172,0.0,17.37351574
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.125,36,Lake water,Single,11002985088669920640,1,81.10042847,81.10042847,0.0,81.10042847,81.10042847,0.0,17.83493573
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,25,0.025,0,Secondary effluent,Single,665404155957715216,3,177.1620054,178.03284726666666,4.715130985609718,173.8138417,183.1226947,9.308853,3.425699194
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,25,0.05,0,Secondary effluent,Single,6827103232613768791,3,179.105641,178.66226686666667,3.4468644614110535,175.015169,181.8659906,6.8508216000000175,3.134153857
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,25,0.075,0,Secondary effluent,Single,18203435778758194360,3,186.0584129,182.92341406666665,7.438969215057984,174.4300862,188.2817431,13.851656899999995,2.091238065
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,25,0.1,0,Secondary effluent,Single,5759522579916954172,3,181.2017167,181.71620280000002,1.210239802275816,180.8482088,183.0986829,2.250474099999991,2.8197425
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,25,0.125,0,Secondary effluent,Single,664633524360232258,3,182.9370612,176.54817233333333,11.377206925403453,163.4125302,183.2949256,19.882395400000007,2.559440814
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.025,0,Secondary effluent,Single,13641899622687088449,3,76.95847226,76.78310038666666,1.847846642684467,74.85381983,78.53700907,3.68318923999999,18.45622916
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.05,0,Secondary effluent,Single,9393633767651503122,2,83.56161718499999,83.56161718499999,6.794445397536804,78.75721877,88.3660156,9.608796830000003,17.46575742
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.075,0,Secondary effluent,Single,5981541925235720617,3,85.17762947,82.81213187333333,5.739128617253369,76.26832785,86.9904383,10.722110449999988,17.22335558
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.1,0,Secondary effluent,Single,6023530469711918669,3,80.57171083,79.50828218333332,3.608737453795469,75.48732358,82.46581214,6.978488560000002,17.91424338
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.125,0,Secondary effluent,Single,532790910543730727,3,79.58071398,80.69494836666667,6.4082518459313995,74.91688182,87.5872493,12.670367479999996,18.0628929
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.025,0,Secondary effluent,Single,12079174347632602273,3,69.72658596,70.82406562,2.4849023845595597,69.07685387,73.66875703,4.591903160000001,19.54101211
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.05,0,Secondary effluent,Single,3049006844620542258,3,73.17741615,75.39651606333332,6.716152496273282,70.07074155,82.94139049,12.87064894000001,19.02338758
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.075,0,Secondary effluent,Single,4855520275444175689,3,75.69155256,75.35470882666667,3.582664086507948,71.61551895,78.75705497,7.141536020000004,18.64626712
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.1,0,Secondary effluent,Single,5514219354175734125,3,76.30216313,73.57339419333333,5.112160669627849,67.67584838,76.74217107,9.066322689999993,18.55467553
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.125,0,Secondary effluent,Single,7156357989100352967,3,71.70044321,74.5007034,6.8537866604752455,69.49042799,82.311239,12.82081101,19.24493352
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,15,0.0,0,Lake water,Single,8103127225620985295,3,180.7634297,179.36003523333332,3.1985652451129147,175.6996757,181.6170003,5.917324600000001,2.885485542
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,35,0.0,0,Lake water,Single,5362075308266986343,3,187.8359454,188.49628986666667,1.6412517672923443,187.2880648,190.3648594,3.0767945999999995,1.824608188
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,15,0.0,0,Lake water,Single,2595660021893871690,3,76.76053759,77.4178016,2.829085164403581,74.97520177,80.51766544,5.542463670000004,18.48591936
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,35,0.0,0,Lake water,Single,5600556245362649938,3,109.9616436,112.4022959,10.341479882730804,103.4994497,123.7457944,20.246344699999995,13.50575345
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,15,0.0,0,Lake water,Single,6471829483205013290,3,61.92134518,62.13213715333334,2.528867053529732,59.7152636,64.75980268,5.044539080000007,20.71179822
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,35,0.0,0,Lake water,Single,12126843758684408434,3,85.17352158,87.39839285333333,7.4576921120463044,81.30634152,95.71531546,14.408973939999996,17.22397176
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,15,0.0,0,Secondary effluent,Single,6812290224175752247,3,167.0779885,166.95783433333335,0.2429932372428184,166.6781714,167.1173431,0.43917170000000283,4.93830173
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NPX,1440,30.0,7,160,0.05,0.15,35,0.0,0,Secondary effluent,Single,9153488855957792255,3,181.832546,178.73869666666667,5.950940383356051,171.8781326,182.5054114,10.627278800000028,2.725118097
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,15,0.0,0,Secondary effluent,Single,12341295020867722114,3,72.89459636,73.37024421666666,2.5490147465872695,71.09255716,76.12357913,5.031021969999998,19.06581055
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,35,0.0,0,Secondary effluent,Single,8138945238617595290,3,87.78495046,86.17550127333334,7.335083824556933,78.16933865,92.57221471,14.402876059999997,16.83225743
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,15,0.0,0,Secondary effluent,Single,95817833491593826,3,57.641649,61.347591480000006,7.230254832901161,56.72166793,69.67945751,12.957789580000004,21.35375265
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,35,0.0,0,Secondary effluent,Single,12299775327561621562,3,69.79127526,70.34013826,2.386192555932204,68.27619918,72.95294034,4.676741159999992,19.53130871
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,0,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,13428427879164385114,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,30,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,13770704506802718818,3,7.201826303,7.198970389,0.01328242899461231,7.184492308,7.210592556,0.02610024799999966,4.639908685
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,60,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,15910472553448016793,3,7.56996129,7.572679569666666,0.16244286503394073,7.411612903,7.736464516,0.3248516129999999,4.621501935
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,120,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,17955016725863008543,3,7.776770223,7.811186766,0.08143051981335894,7.752615385,7.90417469,0.15155930499999926,4.611161489
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,240,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,7007229758270957084,3,7.821879901,7.841466336,0.05717271014236218,7.796661042,7.905858065,0.10919702300000012,4.608906005
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,480,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,16009518634501299427,3,7.906795037,7.920404962666666,0.07515726149038074,7.85298263,8.001437221,0.14845459100000014,4.604660248
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,720,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,7568016021271599136,3,7.908859553,7.926386765666667,0.07576340614646374,7.860923077,8.009377667,0.14845459000000094,4.604557022
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,960,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,7404151809339923628,3,7.910066501,7.932373862666666,0.08415318597338552,7.861621836,8.025433251,0.16381141500000052,4.604496675
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,1440,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,3907017987546331420,9,7.559313003,7.656097010444444,0.23627891075146756,7.308918444,8.048285856,0.739367412,4.62203435
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,0,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,15460659072306750500,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,30,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,10726803696403312588,3,7.346596526,7.357104383666666,0.08052379677839823,7.282350372,7.442366253,0.16001588100000053,4.632670174
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,60,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,3581469070947697807,3,8.08533598,8.031454755666667,0.10583733337860453,7.90951861,8.099509677,0.18999106700000024,4.595733201
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,120,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,16103434741383707209,3,8.20569727,8.211679073666666,0.03733189764367207,8.177699256,8.251640695,0.07394143900000039,4.589715136
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,240,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,573048783801505426,3,8.226239206,8.225363110000002,0.03379908795599298,8.191134491,8.258715633,0.06758114199999987,4.58868804
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,480,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,10112251151466469973,3,8.224794045,8.227679073666666,0.03711842800266097,8.192087345,8.266155831,0.0740684860000016,4.588760298
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,720,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,1909360719025211134,3,8.264496278,8.246206782333333,0.033125945021828446,8.207968238,8.266155831,0.058187593000001314,4.586775186
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,960,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,4025050983213198466,3,8.266814888,8.261436559000002,0.021295759878582392,8.237967246,8.279527543,0.04156029700000019,4.586659256
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1440,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,15428556167414057874,3,8.267608933,8.268844995999999,0.01668152796950637,8.252815881,8.286110174,0.03329429299999909,4.586619553
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,0,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,8995168798703410498,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,30,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,4494402526469929530,3,34.68386303,34.36232523,1.4624473756736567,32.76586402,35.63724864,2.8713846200000006,3.265806849
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,60,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,1609166413684491409,3,45.2259335,45.85845888999999,2.557070102422059,43.67701439,48.67242878,4.9954143900000005,2.738703325
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,120,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,6889870731539656663,3,60.4039464,60.18001257333333,0.4059659726799012,59.71139653,60.42469479,0.7132982599999949,1.97980268
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,240,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,87092131921711988,3,65.37106104,65.73442911333332,1.8992559101338757,64.04310868,67.78911762,3.746008939999996,1.731446948
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,480,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,5712957424560820859,3,65.54825211,66.47373234000001,1.7232715871493904,65.41093002,68.46201489,3.051084870000011,1.722587395
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,720,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,422962214735009048,3,66.84687246,66.92196526,1.5171423342911279,65.44376377,68.47525955,3.03149578,1.657656377
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,960,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,17820105321635114084,3,66.85046154,66.94502960999999,1.5295430547743314,65.46496476,68.51966253,3.054697770000004,1.657476923
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1440,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,1941269387759743092,3,66.85999007,67.0739507,1.7038385650110235,65.48719801,68.87466402,3.387466009999997,1.657000496
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,0,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,11571363323994422393,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,30,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,13730983664455822737,3,7.034183792,7.015344013,0.03940904403601653,6.970051156,7.041797091,0.07174593500000004,4.64829081
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,60,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,10330321954825366842,3,7.690816808,7.537005756,0.2994775241378369,7.191877547,7.728322913,0.5364453660000006,4.61545916
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,120,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,2261804137356399296,3,7.723951871,7.735170345333333,0.04674852662052439,7.695051756,7.786507409,0.09145565300000058,4.613802406
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,240,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,14862933898312971491,3,7.595198258,7.737262468,0.3447524704097232,7.486242425,8.130346721,0.6441042960000001,4.620240087
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,480,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,13062667292130770460,3,7.774747224,7.743485466,0.07017021935236607,7.66311753,7.792591644,0.12947411399999975,4.611262639
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,720,5.0,7,150,0.05,0.05,25,0.0,0,Lake water,Single,11360708515793870783,3,7.716410622,7.746044580333333,0.08722684404669707,7.677495537,7.844227582,0.16673204499999983,4.614179469
